anchor,anchor_raw_ingred_name,anchor_matched_ingred_name,pos,pos_raw_ingred_name,pos_matched_ingred_name,neg,neg_raw_ingred_name
"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the chicken is cooked.",boneless skinless chicken,Chicken:Breast,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the peppers is cooked.",peppers,Pepper,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the lard is cooked.",lard
"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the chicken is cooked.",boneless skinless chicken,Chicken:Breast,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the peppers is cooked.",peppers,Pepper,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the longan is cooked.",longan
"Butternut squash soup: While the butternut squash cooks, melt the butter with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",butter,Butter,"Butternut squash soup: While the low fat spread such as clover or bertollinut squash cooks, melt the low fat spread such as clover or bertolli with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",Low fat spread such as clover or Bertolli,Margarine,"Butternut squash soup: While the butter beannut squash cooks, melt the butter bean with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",butter bean
"Butternut squash soup: While the butternut squash cooks, melt the butter with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",butter,Butter,"Butternut squash soup: While the low fat spread such as clover or bertollinut squash cooks, melt the low fat spread such as clover or bertolli with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",Low fat spread such as clover or Bertolli,Margarine,"Butternut squash soup: While the vine leavesnut squash cooks, melt the vine leaves with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",vine leaves
"Butternut squash soup: While the butternut squash cooks, melt the butter with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",butter,Butter,"Butternut squash soup: While the low fat spread such as clover or bertollinut squash cooks, melt the low fat spread such as clover or bertolli with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",Low fat spread such as clover or Bertolli,Margarine,"Butternut squash soup: While the grana padanonut squash cooks, melt the grana padano with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",grana padano
"Butternut squash soup: While the butternut squash cooks, melt the butter with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",butter,Butter,"Butternut squash soup: While the low fat spread such as clover or bertollinut squash cooks, melt the low fat spread such as clover or bertolli with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",Low fat spread such as clover or Bertolli,Margarine,"Butternut squash soup: While the buckwheat flournut squash cooks, melt the buckwheat flour with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",buckwheat flour
"Butternut squash soup: While the butternut squash cooks, melt the butter with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",butter,Butter,"Butternut squash soup: While the low fat spread such as clover or bertollinut squash cooks, melt the low fat spread such as clover or bertolli with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",Low fat spread such as clover or Bertolli,Margarine,"Butternut squash soup: While the vegetable oilnut squash cooks, melt the vegetable oil with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",vegetable oil
"Butternut squash soup: While the butternut squash cooks, melt the butter with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",butter,Butter,"Butternut squash soup: While the low fat spread such as clover or bertollinut squash cooks, melt the low fat spread such as clover or bertolli with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",Low fat spread such as clover or Bertolli,Margarine,"Butternut squash soup: While the garlic saltnut squash cooks, melt the garlic salt with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",garlic salt
"Butternut squash soup: While the butternut squash cooks, melt the butter with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",butter,Butter,"Butternut squash soup: While the low fat spread such as clover or bertollinut squash cooks, melt the low fat spread such as clover or bertolli with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",Low fat spread such as clover or Bertolli,Margarine,"Butternut squash soup: While the almond milknut squash cooks, melt the almond milk with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",almond milk
"Butternut squash soup: While the butternut squash cooks, melt the butter with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",butter,Butter,"Butternut squash soup: While the low fat spread such as clover or bertollinut squash cooks, melt the low fat spread such as clover or bertolli with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",Low fat spread such as clover or Bertolli,Margarine,"Butternut squash soup: While the crabnut squash cooks, melt the crab with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",crab
"Butternut squash soup: While the butternut squash cooks, melt the butter with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",butter,Butter,"Butternut squash soup: While the low fat spread such as clover or bertollinut squash cooks, melt the low fat spread such as clover or bertolli with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",Low fat spread such as clover or Bertolli,Margarine,"Butternut squash soup: While the solenut squash cooks, melt the sole with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",sole
"Butternut squash soup: While the butternut squash cooks, melt the butter with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",butter,Butter,"Butternut squash soup: While the low fat spread such as clover or bertollinut squash cooks, melt the low fat spread such as clover or bertolli with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",Low fat spread such as clover or Bertolli,Margarine,"Butternut squash soup: While the cardamonnut squash cooks, melt the cardamon with the remaining 1 tbsp olive oil in a large saucepan, then add the onions, garlic clove and three-quarters of the chillies.",cardamon
Crispy Sesame Chicken with a Sticky Asian Sauce: Add the chicken back in and toss in the sauce to coat.,chicken breast fillets,Chicken:Fillet,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the use courgettes and other veg instead. can make them crispy and fry.  back in and toss in the sauce to coat.,Use courgettes and other veg instead. Can make them crispy and fry. ,Courgette,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the ackee back in and toss in the sauce to coat.,ackee
Crispy Sesame Chicken with a Sticky Asian Sauce: Add the chicken back in and toss in the sauce to coat.,chicken breast fillets,Chicken:Fillet,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the use courgettes and other veg instead. can make them crispy and fry.  back in and toss in the sauce to coat.,Use courgettes and other veg instead. Can make them crispy and fry. ,Courgette,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the sole back in and toss in the sauce to coat.,sole
Crispy Sesame Chicken with a Sticky Asian Sauce: Add the chicken back in and toss in the sauce to coat.,chicken breast fillets,Chicken:Fillet,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the use courgettes and other veg instead. can make them crispy and fry.  back in and toss in the sauce to coat.,Use courgettes and other veg instead. Can make them crispy and fry. ,Courgette,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the mullet back in and toss in the sauce to coat.,mullet
Crispy Sesame Chicken with a Sticky Asian Sauce: Add the chicken back in and toss in the sauce to coat.,chicken breast fillets,Chicken:Fillet,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the use courgettes and other veg instead. can make them crispy and fry.  back in and toss in the sauce to coat.,Use courgettes and other veg instead. Can make them crispy and fry. ,Courgette,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the baked bean back in and toss in the sauce to coat.,baked bean
Crispy Sesame Chicken with a Sticky Asian Sauce: Add the chicken back in and toss in the sauce to coat.,chicken breast fillets,Chicken:Fillet,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the use courgettes and other veg instead. can make them crispy and fry.  back in and toss in the sauce to coat.,Use courgettes and other veg instead. Can make them crispy and fry. ,Courgette,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the kohl rabi back in and toss in the sauce to coat.,kohl rabi
Crispy Sesame Chicken with a Sticky Asian Sauce: Add the chicken back in and toss in the sauce to coat.,chicken breast fillets,Chicken:Fillet,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the use courgettes and other veg instead. can make them crispy and fry.  back in and toss in the sauce to coat.,Use courgettes and other veg instead. Can make them crispy and fry. ,Courgette,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the cheddar back in and toss in the sauce to coat.,cheddar
Crispy Sesame Chicken with a Sticky Asian Sauce: Add the chicken back in and toss in the sauce to coat.,chicken breast fillets,Chicken:Fillet,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the use courgettes and other veg instead. can make them crispy and fry.  back in and toss in the sauce to coat.,Use courgettes and other veg instead. Can make them crispy and fry. ,Courgette,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the oregano back in and toss in the sauce to coat.,oregano
Crispy Sesame Chicken with a Sticky Asian Sauce: Add the chicken back in and toss in the sauce to coat.,chicken breast fillets,Chicken:Fillet,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the use courgettes and other veg instead. can make them crispy and fry.  back in and toss in the sauce to coat.,Use courgettes and other veg instead. Can make them crispy and fry. ,Courgette,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the five-spice back in and toss in the sauce to coat.,five-spice
Crispy Sesame Chicken with a Sticky Asian Sauce: Add the chicken back in and toss in the sauce to coat.,chicken breast fillets,Chicken:Fillet,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the use courgettes and other veg instead. can make them crispy and fry.  back in and toss in the sauce to coat.,Use courgettes and other veg instead. Can make them crispy and fry. ,Courgette,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the chia seed back in and toss in the sauce to coat.,chia seed
Crispy Sesame Chicken with a Sticky Asian Sauce: Add the chicken back in and toss in the sauce to coat.,chicken breast fillets,Chicken:Fillet,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the use courgettes and other veg instead. can make them crispy and fry.  back in and toss in the sauce to coat.,Use courgettes and other veg instead. Can make them crispy and fry. ,Courgette,Crispy Sesame Chicken with a Sticky Asian Sauce: Add the cranberry sauce back in and toss in the sauce to coat.,cranberry sauce
"The Best Vegan Lentil Shepherd's Pie: Add the tahini, tamari, balsamic vinegar, and vegan Worcestershire sauce (if using).",vegan butter,Margarine,"The Best Vegan Lentil Shepherd's Pie: Add the tahini, tamari, balsamic vinegar, and butter Worcestershire sauce (if using).",Butter,Butter,"The Best Vegan Lentil Shepherd's Pie: Add the tahini, tamari, balsamic vinegar, and curry paste Worcestershire sauce (if using).",curry paste
